Article ID,Comments,Label(s),Link to Article,Type
12348,shopee agents never check all details provided by seller properly,['Negative Complaint'],https://seller.shopee.sg/edu/article/12348/return-refund-dispute-,article
19756,"Shopee created an unfair Policy that fines more penalties to sellers. The buyer changes his mind when buying under the buyer's penalty, no refund.",['Negative Complaint'],https://seller.shopee.sg/edu/article/19756/Announcement-article-for-2024-policy-changes,article
19689,I don't even have next day delivery.,['Negative Complaint'],https://seller.shopee.sg/edu/article/19689,article
181,I was flagged for spam listing. But I dont know what type of spam listing i violated. ,['Negative Complaint'],https://seller.shopee.sg/edu/article/181/listing-violations-types,article
6823,logistics not picking orders during peak period for 3 to 4 days resulting in cancellation,['Negative Complaint'],https://seller.shopee.sg/edu/article/6823,article
13976,I already contact and spoke to the person in shopee chat and told me that today there will be a pick up.  But to my disappointment the pickup  failed,['Negative Complaint'],https://seller.shopee.sg/edu/article/13976/unsuccessful-pickup-,article
2594,It's totally unfair.As a seller very disappointed to provide quality products and still getting unwanted and unaware reviews.,['Negative Complaint'],https://seller.shopee.sg/edu/article/2594/report-abusive-review,article
19668,u must take note for those seller with 500 items n above.  easy to penalise.  not easy to keep so many stocks.  unfair if u compare with small company,['Negative Complaint'],https://seller.shopee.sg/edu/article/19668?utm_medium=notification&utm_source=appar&__dsrn__=1,article
19668,Late shipments are operational fail on shopee xpress end. People on leave but no replacement driver is sent and NDD delivery treatsame as normal pkg,['Negative Complaint'],https://seller.shopee.sg/edu/article/19668?utm_medium=notification&utm_source=apppn&__source__=push_notification,article
19668,Never told before about LSR. I just submit the report of late shipment today as in 20/11/2023 and this new policy just pop out today too. Coincident?,['Negative Complaint'],https://seller.shopee.sg/edu/article/19668?utm_medium=notification&utm_source=apppn&__source__=push_notification,article
15140,it is not even available yet,['Negative Complaint'],https://seller.shopee.sg/edu/article/15140/brand-ip-portal?utm_medium=notification&utm_source=webar,article
16950,I have problems please contact me at : southval@singnet.com,['Negative Complaint'],https://seller.shopee.sg/edu/article/16950/Verifying-Seller-Identity-via-Seller-Centre-and-Shopee-App,article
3688,"seriously, this is making sellers extremely inconvenient, as buyers often do not check their shopee app messages.",['Negative Complaint'],https://seller.shopee.sg/edu/article/3688,article
9625,Outdated info.,['Negative Complaint'],https://seller.shopee.sg/edu/article/9625/minimum-purchase-quantity,article
14234,Confusing,['Negative Complaint'],https://seller.shopee.sg/edu/article/14234/product-variations-,article
7203,Misleading and unhelpful,['Negative Complaint'],https://seller.shopee.sg/edu/article/7203,article
9326,"Currently our pick up service been switch to SPX Express, continuing 2 days did not attend our pick-up, totally not as this article descript into.",['Negative Complaint'],https://seller.shopee.sg/edu/article/9326,article
8318,Cannot find this option in my listing,['Negative Complaint'],https://seller.shopee.sg/edu/article/8318,article
924,Despite showing weight item of per le shopee still anyhow charge shipping,['Negative Complaint'],https://seller.shopee.sg/edu/article/924/dispute-shipping-fee-overcharged,article
17402,"Buyer give a bad rating due to item received damaged, however the damage is caused by the logistic services, it is not fair to charge to seller",['Negative Complaint'],https://seller.shopee.sg/edu/article/17402/customer-satisfaction-faq,article
6806,this is so difficult to select very annoying not so easy last time very easy to choose category,['Negative Complaint'],https://seller.shopee.sg/edu/article/6806,article
6806,So irritating! stop changing the category!!!!!!,['Negative Complaint'],https://seller.shopee.sg/edu/article/6806,article
2559,our listings were deleted due to 'duplicate' but it wasnt. and CS refuse to restore it. and this article doesnt even tell properly what is considered ,['Negative Complaint'],https://seller.shopee.sg/edu/article/2559,article
10047,there is no print invoice at all.,['Negative Complaint'],https://seller.shopee.sg/edu/article/10047,article
6830,Buyer confirmation has been extended to 7 days. Shopee delays payments to sellers for up to 7 days. Pleae reverse this or we switch focus to Lazada!,['Negative Complaint'],https://seller.shopee.sg/edu/article/6830/Managing-transactions-with-Seller-Balance,article
12637,I only have the option for SPX Drop off which only accepts parcels < 80cm and to be sent within 2 days. Support response is only given in 5 to 8 days.,['Negative Complaint'],https://seller.shopee.sg/edu/article/12637,article
9326,I cannot opt out of shopee xpress,['Negative Complaint'],https://seller.shopee.sg/edu/article/9326,article
14912,This is very annoying for our order processing. And right before 6.6!,['Negative Complaint'],https://seller.shopee.sg/edu/article/14912,article
17155,Bad work ,['Negative Complaint'],https://seller.shopee.sg/edu/article/17155,article
12637,What happen to parcel that is more than 30 kg?,['Negative Complaint'],https://seller.shopee.sg/edu/article/12637,article
9326,It doesn't solve my problem. Shopee express doesn't pick up at my location at all despite me fulfilling the pick up criteria,['Negative Complaint'],https://seller.shopee.sg/edu/article/9326?utm_medium=notification&utm_source=appar&__dsrn__=1,article
2503,"Doesnt explain what to do when after arranging shipment, cannot print ABS",['Negative Complaint'],https://seller.shopee.sg/edu/article/2503/labelling-the-air-waybill,article
1438,Majority of your points does not support packages more than 5kg. So what am I supposed to do?,['Negative Complaint'],https://seller.shopee.sg/edu/article/1438,article
15641,"Dear officer i have to listing many times,  still display  two items,   i also report officer many times ,  no relove,   4101448923 &  1759871914 ",['Negative Complaint'],https://seller.shopee.sg/edu/article/15641/listing-violation-faq,article
9625,There was no option to change the MOQ amount.,['Negative Complaint'],https://seller.shopee.sg/edu/article/9625/minimum-purchase-quantity,article
10047,Some orders have print invoice option and some does not. I have some orders less than 1 month without print invoice option.,['Negative Complaint'],https://seller.shopee.sg/edu/article/10047,article
6913,It is not helpful when I cannot upload a product image for my listing directly from media space after I have done the logo overlay.,['Negative Complaint'],https://seller.shopee.sg/edu/article/6913,article
10831,hi please arrange shopee express pick up on time dont know what reason why they keep not coming and all the parcels got expired ,['Negative Complaint'],https://seller.shopee.sg/edu/article/10831,article
8318,I Do not even have the field to input for Max Purchase. I was told its given to selected seller. i wish to be included,['Negative Complaint'],https://seller.shopee.sg/edu/article/8318,article
2452,I already unsubscribe from coin cashback programme but still charging me service fees,['Negative Complaint'],https://seller.shopee.sg/edu/article/2452,article
168,This calculator is merely useless…. It’s totally buyers’ sided. There was a case when I sent out a parcel and ninjavan couldn’t find the item for day,['Negative Complaint'],https://seller.shopee.sg/edu/article/168/calculate-non-fulfilment-rate-NFR,article
17318,Ive tried and still cannot upload 3:4 image,['Negative Complaint'],https://seller.shopee.sg/edu/article/17318/product-images-3-4-ratio,article
15966,I had a delivery issue with buyer giving all poor rating due to damaged item . Stupid shopee policy can't remove or hide the poor rating abused by buy,['Negative Complaint'],https://seller.shopee.sg/edu/article/15966/Updated-overall-product-rating-calculation-logic,article
15776,"Seller not in fault for late shipping penalty and preference seller batch revoke, as Shopee supported logistic JNT cockup and never attempt collection",['Negative Complaint'],https://seller.shopee.sg/edu/article/15776/seller-fault-non-fulfilled-orders,article
17399,I dont sell this,['Negative Complaint'],https://seller.shopee.sg/edu/article/17399?utm_medium=notification&utm_source=appar,article
17237,I had been happy with current using only Speed Post and now Shopee wants to my my delivery a nightmare by automatically assign my delivery company!!!,['Negative Complaint'],https://seller.shopee.sg/edu/article/17237,article
44,"your max Withdwal is $9999 , really figure out what oder ID has been paid if refer income sttm  . Please advise ",['Negative Complaint'],https://seller.shopee.sg/edu/article/44/Shopees-income-withdrawal-process,article
750,"Shopee agent do not know the process in handling damaged products, and pushes all fault to seller.. What is than the purpose of this article. ",['Negative Complaint'],https://seller.shopee.sg/edu/article/750,article
6949,"This is just 1 sided loop, keeping 3rd party courier outside the loop. Issues such as damage by courier was never included by Shopee.",['Negative Complaint'],https://seller.shopee.sg/edu/article/6949,article
7203,We got license for selling alcohol. Selling it around 5 years. Why now you have banned bomond vodka. We are a dealer the product,['Negative Complaint'],https://seller.shopee.sg/edu/article/7203,article
12637,"How can you expect me to carry so heavy parcel to the warehouse, that is weight 7 LItre of bottles.  Waited so long for the Pick UP? Order ID221216RR",['Negative Complaint'],https://seller.shopee.sg/edu/article/12637?fbclid=IwAR3PdqQBzvCE9l-rWJcgp72KS-5T3j1ybS8A0uZZnPS3aUzkFzkr-7Z17y8,article
7770,Unable to locate where to upload ACRA in Seller Centre,['Negative Complaint'],https://seller.shopee.sg/edu/article/7770,article
12348,"no more useful, hope to find a link to raise a claim",['Negative Complaint'],https://seller.shopee.sg/edu/article/12348,article
15361,Its unfair to us if you sudden change your clause as it affected our sales.,['Negative Complaint'],https://seller.shopee.sg/edu/article/15361/shipping-channels-pick-up,article
12349,"i got items all cancelled but no refund, pls do refund ototal $100+, i will advise other not to buy from shopee n put inside forum",['Negative Complaint'],https://seller.shopee.sg/edu/article/12349,article
15361,What about orders that drop off places cannot accept? How are we supposed to drop off or request for a pick up?,['Negative Complaint'],https://seller.shopee.sg/edu/article/15361/shipping-channels-pick-up,article
175,Doesn't make sense for low-value items,['Negative Complaint'],https://seller.shopee.sg/edu/article/175/packing-the-orderder,article
724,INSUFFICIENT INFO. 8) CAMPAIGN STOCK - What is 1) No Update ????,['Negative Complaint'],https://seller.shopee.sg/edu/article/724/nominate-products-product-campaign,article
15847,Which Country ?.... Cant find where you shipping ?  and cost....Country,['Negative Complaint'],https://seller.shopee.sg/edu/article/15847/shipping-deadline-faq,article
12551,Very confusing……..not user friendly ,['Negative Complaint'],https://seller.shopee.sg/edu/article/12551,article
15655,New shipping regulation is way too troublesome and tedious,['Negative Complaint'],https://seller.shopee.sg/edu/article/15655/Introduction-to-new-Shipping-Channel-policy,article
15655,"It's not fair, force local Seller. Late/delayed delivery is always affected fr.overseas/Shopee log'tics pro'ders due to uncontrl schedule. pls review ",['Negative Complaint'],https://seller.shopee.sg/edu/article/15655/Introduction-to-new-Shipping-Channel-policy,article
1104,i didnt find any store pick up. waiting long time to fix,['Negative Complaint'],https://seller.shopee.sg/edu/article/1104/shipping-fee-rates-shopee-supported-logistics,article
14912,Dont understand why keeping the buyers' names can ensure a safe marketplace for all users. ,['Negative Complaint'],https://seller.shopee.sg/edu/article/14912?utm_medium=notification&utm_source=webar,article
14912,"Why shopee keep remove the good function, what’s your management level doing, too many males?",['Negative Complaint'],https://seller.shopee.sg/edu/article/14912?utm_medium=notification&utm_source=apppn&__source__=push_notification,article
43,"I ask for holiday mode, system not allow, ask ur guy how to settle this, need a lot information and wait for 3 days , case closed, now u say avoid lat",['Negative Complaint'],https://seller.shopee.sg/edu/article/43/calculate-late-shipment-rate-LSR,article
2561,didn't give me exact what we should do for my product title.,['Negative Complaint'],https://seller.shopee.sg/edu/article/2561,article
14216,I want to sell overseas and I am a seller based in Singapore. This article is not helpful.,['Negative Complaint'],https://seller.shopee.sg/edu/article/14216/how-to-sell-from-overseas-,article
11182,Need simple answer,['Negative Complaint'],https://seller.shopee.sg/edu/article/11182/chat-response-rate-faqs,article
2548,"This is just pure stupidity from shopee management. Consumers in the current era are not stupid,  they tend to compare prices.",['Negative Complaint'],https://seller.shopee.sg/edu/article/2548?utm_medium=notification&utm_source=apppn&__source__=push_notification,article
6841,No clear detail given,['Negative Complaint'],https://seller.shopee.sg/edu/article/6841,article
953,confusing ,['Negative Complaint'],https://seller.shopee.sg/edu/article/953,article
2559,Do not put this up if your system do not even abide to your terms and condition. ,['Negative Complaint'],https://seller.shopee.sg/edu/article/2559,article
9625,i dont see the MOQ option,['Negative Complaint'],https://seller.shopee.sg/edu/article/9625/minimum-purchase-quantity,article
1643,Shopee Supported Logistics does not provide any benefit as Shopee nor logistics can take responsibility for missing items,['Negative Complaint'],https://seller.shopee.sg/edu/article/1643,article
13107,"wrong information, here say this percentage but end up charge 10% of our order amount!",['Negative Complaint'],https://seller.shopee.sg/edu/article/13107/seller-fees,article
60,i am still seeing nothing in my product detail page,['Negative Complaint'],https://seller.shopee.sg/edu/article/60,article
1643,This NEW system don't benefit small sellers,['Negative Complaint'],https://seller.shopee.sg/edu/article/1643,article
50,once a while I will encounter Ghost Chat when there is no buyer chat but I am deducted point for not responding to a Ghost chat. terrible shopee syste,['Negative Complaint'],https://seller.shopee.sg/edu/article/50/understanding-chat-response,article
1643,I can't sell my product without shipping mode. Why shopee keeps changing? Thanks. ,['Negative Complaint'],https://seller.shopee.sg/edu/article/1643,article
12637,"Once J&T Express missed the pick-up, they marked the status as (Parcel not ready), instead of marking them as (ran out of time).",['Negative Complaint'],https://seller.shopee.sg/edu/article/12637,article
12551,Troublesome procedures to purchase something. Claim here and there. ,['Negative Complaint'],https://seller.shopee.sg/edu/article/12551?utm_medium=notification&utm_source=apppn&__source__=push_notification,article
10047,I don't even that that option to print invoice so what am I expected to do?,['Negative Complaint'],https://seller.shopee.sg/edu/article/10047,article
10047,The information herein is not found at all.,['Negative Complaint'],https://seller.shopee.sg/edu/article/10047,article
43,late shipping is partly some of the items werent scan accordingly courrier error we suffer for the penalty and lost of item ,['Negative Complaint'],https://seller.shopee.sg/edu/article/43/calculate-late-shipment-rate-LSR,article
2561,"Even seller indicate the size/ model in title also get banned, dont know what shopee checking team is doing, anyhow define spam",['Negative Complaint'],https://seller.shopee.sg/edu/article/2561,article
6870,We were not able to dispute on the requests,['Negative Complaint'],https://seller.shopee.sg/edu/article/6870,article
7998,I didn't get what I'm looking for,['Negative Complaint'],https://seller.shopee.sg/edu/article/7998,article
2501,True Elements Brand. We have listed our products on your site but when we search True Elements on your site our products on site.,['Negative Complaint'],https://seller.shopee.sg/edu/article/2501,article
11696,"When I report such cases, there is no action taken towatd the seller",['Negative Complaint'],https://seller.shopee.sg/edu/article/11696?utm_medium=notification&utm_source=appar,article
10831,Keep experiencing shipping errors. Consecutive Unsuccessful pickups shown even though item had been confirmed to be dropped off successfully.,['Negative Complaint'],https://seller.shopee.sg/edu/article/10831,article
7041,"pls assist to check why my account still cannot choose pickup from jnt,i alrdy fullfill 5 order per day pickup",['Negative Complaint'],https://seller.shopee.sg/edu/article/7041,article
7039,customer want to self pickup from our shop,['Neutral'],https://seller.shopee.sg/edu/article/7039,article
14216,not much details,['Neutral'],https://seller.shopee.sg/edu/article/14216/how-to-sell-from-overseas-,article
7771,"Please note that some buyers only want to use for free our air coolers,  chillers and Freezers  for  free over 15 days. We cover warranty not use for ",['Neutral'],https://seller.shopee.sg/edu/article/7771,article
11209,"Not found   Under the Adjustment tab on the My Balance page, select a transaction with ",['Neutral'],https://seller.shopee.sg/edu/article/11209,article
14007,how do i remove cc installment from my payment method,['Neutral'],https://seller.shopee.sg/edu/article/14007/instalment-payment-method-,article
16478,Little confusing ,['Neutral'],https://seller.shopee.sg/edu/article/16478/seller-fees-calculation,article
15737,"im looking for ""How to appeal"", not explanation.",['Neutral'],https://seller.shopee.sg/edu/article/15737/appeal-listing-limit,article
9326,Your parcel is on-hold. Reason: [Item Not Found with Driver],['Neutral'],https://seller.shopee.sg/edu/article/9326,article
3359,"hi, how to adjust your shipping fee to $8, please contact our customer support and provide them with the necessary information. Thank you.",['Neutral'],https://seller.shopee.sg/edu/article/3359,article
18430,how to generate gtin or eam numbers,['Neutral'],https://seller.shopee.sg/edu/article/18430,article
168,"Seller cancel due to buyer not providing personalised item details, not due to out of stock. No other choice is available.",['Neutral'],https://seller.shopee.sg/edu/article/168/calculate-non-fulfilment-rate-NFR,article
1104,Hi how can I use my own shipping partner?,['Neutral'],https://seller.shopee.sg/edu/article/1104/shipping-fee-rates-shopee-supported-logistics/,article
9625,update the information please,['Neutral'],https://seller.shopee.sg/edu/article/9625/minimum-purchase-quantity,article
2610,What does unique buyers and net sales mean?,['Neutral'],https://seller.shopee.sg/edu/article/2610,article
14216,I am a Singapore seller and am exploring to sell my products overseas to Taiwan and Vietnam. ,['Neutral'],https://seller.shopee.sg/edu/article/14216/how-to-sell-from-overseas-,article
16920,Orders before 1 Jan 2022? Or 2023?,['Neutral'],https://seller.shopee.sg/edu/article/16920/2023-gst-rate-changes,article
1104,i am looking for store pick up,['Neutral'],https://seller.shopee.sg/edu/article/1104/shipping-fee-rates-shopee-supported-logistics,article
168,I responded to buyer to arrange home delivery for an error made. But buyer only realised after cancellation of order,['Neutral'],https://seller.shopee.sg/edu/article/168/calculate-non-fulfilment-rate-NFR,article
14366,Not sure any benefit to seller,['Neutral'],https://seller.shopee.sg/edu/article/14366/preferred-seller-pause-periods,article
6884,Nothing is infringed in my shop on PC version. You might have sent wrong messages ,['Neutral'],https://seller.shopee.sg/edu/article/6884?utm_medium=notification&utm_source=appar,article
2499,I need to know how and where can I to drop off my product for shipment to buyer? ,['Neutral'],https://seller.shopee.sg/edu/article/2499/arranging-for-shipment,article
15780,"after customer make payment, the system will immediately send out message saying that ""Thank you for your purchase, we will ship it as soon as possibl",['Positive Comment'],https://seller.shopee.sg/edu/article/15780/automatic-replies-shopee-seller-chat,article
257,Calculator wrongly,['Positive Comment'],https://seller.shopee.sg/edu/article/257,article
1643,"I use blue sg more offten, hopefully it will be approved for me to send my big and fragile item ",['Positive Comment'],https://seller.shopee.sg/edu/article/1643,article
11695,I asked the seller to cancel my order. Politely,['Positive Comment'],https://seller.shopee.sg/edu/article/11695/chat-violations,article
21808,"I dont understands what does it means by ""Sellers will be able to offer free shipping benefits to buyers at no cost from 5 Sep 2024 onwards.""",['Unknown'],https://seller.shopee.sg/edu/article/21808?utm_medium=notification&utm_source=apppn&__source__=push_notification,article
43,shopee express do not come to pickup how to do,['Unknown'],https://seller.shopee.sg/edu/article/43/calculate-late-shipment-rate-LSR,article
16368,"I dont have the ""Add Images"" option on my Product Description Tab",['Unknown'],https://seller.shopee.sg/edu/article/16368/image-product-description,article
15157,I don't understand.,['Unknown'],https://seller.shopee.sg/edu/article/15157/When-to-dispute-return-refund,article
19403,PACKING ALL NEED MOENY ,['Unknown'],https://seller.shopee.sg/edu/article/19403/order-packaging,article
11702,control your seller,['Unknown'],https://seller.shopee.sg/edu/article/11702/unfair-competition-policy,article
2554,Pls email me at caitlinleeyq@gmail.com in regard to banning of certain products of mine. I bought my items from LEGO itself ,['Unknown'],https://seller.shopee.sg/edu/article/2554,article
10831,Difficulty ,['Unknown'],https://seller.shopee.sg/edu/article/10831,article
15157,pls contact us 98160687,['Unknown'],https://seller.shopee.sg/edu/article/15157/When-to-dispute-return-refund,article
8495,对于损坏的产品我要如何联系到shoppee投诉,['Unknown'],https://seller.shopee.sg/edu/article/8495/damaged-goods-policy,article
18817,PLS CONTACT US 98160687,['Unknown'],https://seller.shopee.sg/edu/article/18817/store-pick-up,article
18750,pls contact us 98160687,['Unknown'],https://seller.shopee.sg/edu/article/18750,article
2450,does shopee add in S&P cost after the above calculation or lump in into the initial calculation after discount but before GST -seller kena S&P as cost,['Unknown'],https://seller.shopee.sg/edu/article/2450,article
14234,Still unsure how to do it,['Unknown'],https://seller.shopee.sg/edu/article/14234/product-variations-,article
2577,explain temporary,['Unknown'],https://seller.shopee.sg/edu/article/2577/high-late-shipment-rate-LSR-penalty-points-violation,article
9625,My problem not solved ,['Unknown'],https://seller.shopee.sg/edu/article/9625/minimum-purchase-quantity,article
18430,What number do I add?,['Unknown'],https://seller.shopee.sg/edu/article/18430,article
6897,pls contact us 98160687 ,['Unknown'],https://seller.shopee.sg/edu/article/6897/shopee-seller-penalty-points-system,article
14467,What is a Shopee LinkAnd how do I LIKE it?,['Unknown'],https://seller.shopee.sg/edu/article/14467#,article
18269,没有华文,['Unknown'],https://seller.shopee.sg/edu/article/18269,article
6577,Looking for mass update template ,['Unknown'],https://seller.shopee.sg/edu/article/6577,article
1104,the shipping fee is need to pay both from buyer and seller?,['Unknown'],https://seller.shopee.sg/edu/article/1104/shipping-fee-rates-shopee-supported-logistics,article
2417,i dont see it,['Unknown'],https://seller.shopee.sg/edu/article/2417/disabling-shop-decoration,article
15999,cannot find the link in shopee ,['Unknown'],https://seller.shopee.sg/edu/article/15999/contact-shopee-customer-service,article
17662,Do not understand ,['Unknown'],https://seller.shopee.sg/edu/article/17662?utm_source=App&utm_medium=App%20announcement&utm_campaign=AMS%20Free%20Sample,article
15736,how to be selected seller,['Unknown'],https://seller.shopee.sg/edu/article/15736/compare-listing-purchase-limits,article
16368,i don't have anything like that,['Unknown'],https://seller.shopee.sg/edu/article/16368/image-product-description,article
6569,reason for why the brand submition failed,['Unknown'],https://seller.shopee.sg/edu/article/6569/Adding-your-brand-to-Shopee-database,article
3693,what are the charges?,['Unknown'],https://seller.shopee.sg/edu/article/3693,article
7074,What are the criteria for participating,['Unknown'],https://seller.shopee.sg/edu/article/7074/shopee-flash-deals,article
6884,Can I k ow what is the item that is counterfeit .lol,['Unknown'],https://seller.shopee.sg/edu/article/6884?utm_medium=notification&utm_source=appar,article
5601,How much is Shopee's percentage cut? ,['Unknown'],https://seller.shopee.sg/edu/article/5601?previousPage=other%20articles,article
1643,If some ceiling fan need my self delivery how to setting  self delivery?,['Unknown'],https://seller.shopee.sg/edu/article/1643,article
11889,don't understand,['Unknown'],https://seller.shopee.sg/edu/article/11889/set-shipping-channels,article
53,direct me how to add slot ,['Unknown'],https://seller.shopee.sg/edu/article/53/shopee-flash-deals-sessions,article
1104,How can I set shipping for buyers to self collection at selected points?,['Unknown'],https://seller.shopee.sg/edu/article/1104/shipping-fee-rates-shopee-supported-logistics,article
1643,No information on how uParcel is made available to seller. What is the criteria? How will the seller be able to activate this?,['Unknown'],https://seller.shopee.sg/edu/article/1643,article
11696,A lot more,['Unknown'],https://seller.shopee.sg/edu/article/11696?utm_medium=notification&utm_source=appar,article
7069,this is not related to Shopee Ads express programn,['Unknown'],https://seller.shopee.sg/edu/article/7069,article
